,Calling-Number,Called-Number,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
507,rafael.thurgood,+784527969868,87,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
508,fred.wortham,+9025300542,407,0,0,answered,31.0,0.0,3.0,0.0,5443.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
509,demetria.abbott,gordon.rizzio,461,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
510,camille.duffin,+31856871609,399,0,0,answered,10.0,0.0,26.0,0.0,5533.0,9284.0,285.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
511,demetria.abbott,gordon.rizzio,405,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
512,maira.fontaine,+53398389319,660,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
513,demetria.abbott,gordon.rizzio,350,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
514,demetria.abbott,james.smith,475,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
515,marco.ferguson,stephen.lehmann,347,0,0,answered,0.0,0.0,0.0,0.0,6046.0,9284.0,312.0,440.0,Lon-Site,Lon-Site,TG1,TG0
516,camille.duffin,+31856871609,359,0,0,answered,24.0,0.0,22.0,0.0,5609.0,9281.0,289.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
517,marco.ferguson,stephen.lehmann,101,0,0,answered,0.0,0.0,0.0,0.0,6163.0,9284.0,318.0,440.0,Lon-Site,Lon-Site,TG1,TG0
518,marco.ferguson,stephen.lehmann,181,0,0,answered,0.0,0.0,1.0,0.0,4844.0,9284.0,249.0,440.0,Lon-Site,Lon-Site,TG1,TG0
519,gerald.sanchez,justin.radford,277,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
520,maira.fontaine,+53398389319,750,102,0,answered,0.0,0.0,704.0,0.0,3155.0,9281.0,167.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
521,+60737784076,+69924717792,81,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
522,maira.fontaine,+53398389319,729,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9256.0,279.0,439.0,Lon-Site,Fran-Site,NoTG,es-trunk
523,clarence.west,megan.foxworth,105,0,0,answered,0.0,0.0,0.0,0.0,6207.0,9284.0,320.0,440.0,Lon-Site,Lon-Site,TG0,TG0
524,tyrone.kirksey,mary.powers,101,0,0,answered,0.0,0.0,0.0,0.0,6063.0,9288.0,313.0,440.0,Lon-Site,Lon-Site,TG0,TG0
525,+999601085614,+589573787442,227,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
526,maira.fontaine,+53398389319,680,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
527,graciela.brown,stephen.lehmann,101,0,0,answered,2.0,1.0,0.0,0.0,9284.0,9287.0,440.0,440.0,Fran-Site,Lon-Site,TG4,TG0
528,+80136516502,+40396648755,234,0,0,answered,0.0,0.0,1.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
529,maira.fontaine,+53398389319,637,0,0,answered,2.0,0.0,1.0,0.0,5418.0,9274.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
530,janette.goss,latasha.stockton,342,16,0,answered,0.0,0.0,7.0,0.0,5418.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
531,jenny.wear,stephen.lehmann,115,0,0,answered,16.0,0.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
532,+999601085614,+589573787442,88,0,0,answered,0.0,0.0,1.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
533,earnest.cauthon,virginia.busch,620,0,0,answered,15.0,0.0,18.0,0.0,9018.0,9287.0,434.0,440.0,Lon-Site,Lon-Site,NoTG,TG7
534,bridget.linn,arthur.lane,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
535,bridget.linn,arthur.lane,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
536,camille.duffin,+84835481006,408,16,0,answered,44.0,0.0,23.0,0.0,5480.0,9287.0,282.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
537,carl.hitchcock,marvin.carovski,426,0,0,answered,0.0,0.0,0.0,0.0,5437.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
538,john.fletcher,karen.boteilho,140,16,200,answered,0.0,0.0,0.0,1.0,8908.0,9171.0,431.0,437.0,Lon-Site,Lon-Site,TG0,TG7
539,reginald.boland,+353847077369,332,0,0,answered,9.0,1.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
540,bridget.linn,ray.manning,347,0,0,answered,24.0,0.0,6.0,0.0,5531.0,9286.0,285.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
541,camille.duffin,+84835481006,486,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
542,camille.duffin,+84835481006,442,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
543,gaye.stellman,ali.carroll,396,0,0,answered,0.0,0.0,4.0,0.0,5424.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
544,patricia.holman,dennis.kyle,99,0,0,answered,1.0,1.0,0.0,0.0,9287.0,6482.0,440.0,332.0,Lon-Site,Lon-Site,TG7,TG0
545,lawrence.gutierrez,+4039162023696,410,16,0,answered,1.0,0.0,1.0,0.0,5424.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
546,jay.solano,melissa.martin,412,0,0,answered,8.0,0.0,11.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
547,lynn.ballard,+3493527838597,351,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
548,jeffery.rue,stephen.lehmann,0,16,487,call-attempt,,,,,,,,,Fran-Site,Lon-Site,TG5,TG0
549,jeffery.rue,stephen.lehmann,273,0,0,answered,0.0,0.0,1.0,0.0,9320.0,9320.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
550,+122406600397,margarita.johnson,294,0,0,answered,8.0,0.0,0.0,0.0,9281.0,9287.0,439.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
551,rafael.thurgood,+784527969868,83,0,0,answered,7.0,0.0,0.0,0.0,9282.0,9283.0,439.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
552,lynn.ballard,+3493527838597,387,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
553,+122406600397,margarita.johnson,280,21,0,answered,16.0,0.0,0.0,0.0,9187.0,9281.0,438.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
554,katherine.stillman,+784527969868,86,0,0,answered,16.0,0.0,0.0,0.0,9203.0,9284.0,438.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
555,brian.feltus,+365766298616,368,16,0,answered,4.0,0.0,9.0,0.0,5443.0,9286.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
556,brian.feltus,+365766298616,366,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
557,melisa.james,+848495409057,415,0,0,answered,27.0,0.0,4.0,0.0,5424.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
558,charles.bordelon,shirley.cramer,376,0,0,answered,7.0,2.0,1.0,0.0,5424.0,9286.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
559,charles.johnson,ashley.gillespie,461,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
560,rafael.thurgood,+784527969868,84,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9288.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
561,+122406600397,margarita.johnson,300,0,0,answered,0.0,0.0,0.0,0.0,9286.0,9287.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
562,lynn.ballard,+5881548733193,332,16,0,answered,0.0,0.0,26.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
563,demetria.abbott,gordon.rizzio,362,0,0,answered,0.0,0.0,5.0,0.0,5365.0,9282.0,276.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
564,demetria.abbott,gordon.rizzio,425,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
565,lynn.ballard,+3493527838597,322,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
566,rafael.thurgood,+784527969868,86,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9287.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
567,+122406600397,margarita.johnson,428,0,0,answered,9.0,0.0,0.0,0.0,9183.0,9282.0,438.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
568,demetria.abbott,gordon.rizzio,466,16,0,answered,0.0,0.0,0.0,0.0,9320.0,9274.0,440.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
569,latoya.finn,stephen.lehmann,237,0,0,answered,0.0,0.0,6.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
570,demetria.abbott,gordon.rizzio,353,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
571,demetria.abbott,gordon.rizzio,352,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9278.0,440.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
572,brian.feltus,+326446383575,338,16,0,answered,0.0,0.0,11.0,0.0,5492.0,9282.0,283.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
573,latoya.finn,stephen.lehmann,256,0,0,answered,0.0,0.0,7.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
574,rafael.thurgood,+784527969868,84,0,0,answered,8.0,0.0,0.0,0.0,9287.0,9283.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
575,+122406600397,margarita.johnson,293,21,0,answered,8.0,0.0,0.0,0.0,9281.0,9282.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
576,lynn.ballard,+5654067604498,410,16,0,answered,0.0,0.0,26.0,0.0,5424.0,9281.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
577,carl.hitchcock,+5137466419436,376,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
578,kenneth.rivera,+23622006496,406,16,0,answered,5.0,0.0,6.0,0.0,5406.0,9284.0,278.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
579,maira.fontaine,+53398389319,534,16,0,answered,44.0,0.0,3.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
580,george.mendenhall,herbert.gray,420,0,0,answered,22.0,0.0,6.0,0.0,5418.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
581,rafael.thurgood,+784527969868,85,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9287.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
582,+122406600397,margarita.johnson,336,0,0,answered,1.0,0.0,0.0,0.0,9283.0,9283.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
583,mary.dulin,stephen.lehmann,338,0,0,answered,0.0,0.0,0.0,2.0,9288.0,9292.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
584,laura.lancaster,michael.banks,322,0,0,answered,17.0,0.0,2.0,0.0,5911.0,9281.0,305.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
585,richard.pittman,stephen.lehmann,223,0,0,answered,0.0,0.0,0.0,0.0,9277.0,9281.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
586,denise.cameron,+14013615321,337,16,0,answered,1.0,0.0,4.0,0.0,5424.0,9282.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
587,gaye.stellman,kimberly.nichols,407,16,0,answered,0.0,0.0,4.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
588,shirley.maxwell,stephen.lehmann,126,0,0,answered,1.0,0.0,3.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
589,carmen.garland,stephen.lehmann,316,0,0,answered,0.0,0.0,12.0,0.0,5762.0,9284.0,297.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
590,nancy.banks,+358592801870,661,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9283.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
591,marco.ferguson,stephen.lehmann,381,0,0,answered,4.0,4.0,0.0,0.0,5998.0,9284.0,309.0,440.0,Lon-Site,Lon-Site,TG1,TG0
592,marco.ferguson,stephen.lehmann,119,0,0,answered,1.0,0.0,0.0,1.0,6030.0,9284.0,311.0,440.0,Lon-Site,Lon-Site,TG1,TG0
593,marco.ferguson,stephen.lehmann,125,0,0,answered,0.0,0.0,0.0,0.0,6129.0,9284.0,316.0,440.0,Lon-Site,Lon-Site,TG1,TG0
594,marco.ferguson,stephen.lehmann,149,0,0,answered,4.0,4.0,0.0,0.0,6030.0,9284.0,311.0,440.0,Lon-Site,Lon-Site,TG1,TG0
595,marco.ferguson,stephen.lehmann,82,0,0,answered,4.0,3.0,0.0,0.0,6138.0,9284.0,317.0,440.0,Lon-Site,Lon-Site,TG1,TG0
596,latoya.finn,stephen.lehmann,285,0,0,answered,1.0,0.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
597,marco.ferguson,stephen.lehmann,101,0,0,answered,5.0,3.0,0.0,0.0,6079.0,9284.0,314.0,440.0,Lon-Site,Lon-Site,TG1,TG0
598,marco.ferguson,stephen.lehmann,129,0,0,answered,0.0,0.0,0.0,0.0,6146.0,9284.0,317.0,440.0,Lon-Site,Lon-Site,TG1,TG0
599,marco.ferguson,stephen.lehmann,206,0,0,answered,4.0,4.0,0.0,0.0,6181.0,9284.0,319.0,440.0,Lon-Site,Lon-Site,TG1,TG0
600,marco.ferguson,stephen.lehmann,123,0,0,answered,0.0,0.0,1.0,0.0,6425.0,9284.0,331.0,440.0,Lon-Site,Lon-Site,TG1,TG0
601,kimberly.bergstrom,+45679310625,421,16,0,answered,41.0,0.0,6.0,0.0,5570.0,9284.0,287.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
602,erik.pate,clark.couley,357,20,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
603,charles.johnson,ashley.gillespie,437,16,0,answered,24.0,0.0,7.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
604,kenneth.rivera,+23622006496,443,16,0,answered,30.0,0.0,6.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
605,jenny.wear,stephen.lehmann,228,0,0,answered,9.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
606,shirley.maxwell,stephen.lehmann,109,0,0,answered,0.0,0.0,6.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
607,marco.ferguson,stephen.lehmann,89,0,0,answered,0.0,0.0,0.0,0.0,6540.0,9284.0,337.0,440.0,Lon-Site,Lon-Site,TG1,TG0
608,charles.bordelon,shirley.cramer,352,0,0,answered,0.0,0.0,1.0,0.0,5424.0,9287.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
609,luz.quintero,+16960901696,333,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9276.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
610,bobbie.smith,stephen.lehmann,141,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
611,denise.cameron,+97427150925,473,16,0,answered,0.0,0.0,4.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
612,marco.ferguson,stephen.lehmann,168,0,0,answered,0.0,0.0,1.0,0.0,5449.0,9284.0,281.0,440.0,Lon-Site,Lon-Site,TG1,TG0
613,reginald.boland,+55588763368,425,0,0,answered,2.0,0.0,4.0,0.0,5418.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
614,latoya.finn,stephen.lehmann,145,0,0,answered,2.0,0.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
615,janet.longoria,rose.mcmahon,415,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
616,+999601085614,+589573787442,74,0,0,answered,0.0,0.0,1.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
617,+999601085614,+589573787442,80,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
618,jenny.wear,stephen.lehmann,114,0,0,answered,5.0,0.0,7.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
619,anonymous,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
620,lynn.ballard,+3493527838597,408,16,0,answered,29.0,0.0,24.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
621,marco.ferguson,stephen.lehmann,102,0,0,answered,0.0,0.0,1.0,0.0,6415.0,9284.0,331.0,440.0,Lon-Site,Lon-Site,TG1,TG0
622,brian.feltus,+326446383575,433,0,0,answered,0.0,0.0,3.0,0.0,5828.0,9262.0,301.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
623,shirley.maxwell,stephen.lehmann,0,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9320.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
624,brian.feltus,+365766298616,370,0,0,answered,0.0,0.0,5.0,0.0,5400.0,9278.0,278.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
625,brian.feltus,+365766298616,382,0,0,answered,0.0,0.0,5.0,0.0,5424.0,9267.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
626,david.hocker,+28058969715,721,0,0,answered,13.0,1.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
627,charles.horn,diane.bach,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
628,brian.feltus,+365766298616,423,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9280.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
629,shirley.maxwell,stephen.lehmann,132,0,0,answered,0.0,0.0,5.0,1.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
630,brian.feltus,+445483207812,360,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
631,kenneth.wright,+36974582026,770,0,0,answered,2.0,0.0,5.0,0.0,5376.0,9281.0,277.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
632,roy.hernandez,rachel.nosal,113,16,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,TG1,TG7
633,erin.day,+421515898623,331,0,0,answered,4.0,0.0,16.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
634,david.haley,+8004168132373,384,3,500,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
635,john.delvalle,+60405682757,355,16,0,answered,8.0,4.0,5.0,0.0,5424.0,9283.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
636,erin.day,+421515898623,419,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
637,carl.hitchcock,roberto.portillo,358,16,0,answered,1.0,0.0,1.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
638,david.haley,+568593807958,430,16,0,answered,0.0,0.0,3.0,0.0,5424.0,9285.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
639,richard.mccoy,+8705535171802,688,0,0,answered,12.0,0.0,2.0,0.0,5424.0,9287.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
640,jenny.wear,stephen.lehmann,155,0,0,answered,9.0,0.0,6.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
641,kenneth.wright,+36974582026,567,0,0,answered,14.0,0.0,4.0,0.0,5382.0,9284.0,277.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
642,erik.pate,clark.couley,343,0,0,answered,0.0,0.0,7.0,0.0,5424.0,9285.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
643,regina.heinz,+116007928205,458,16,0,answered,2.0,0.0,7.0,0.0,5406.0,9282.0,278.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
644,kenneth.wright,+36974582026,633,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
645,ben.smith,+804297164037,464,0,0,answered,3.0,0.0,7.0,0.0,5400.0,9287.0,278.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
646,luz.quintero,+16960901696,391,16,0,answered,2.0,0.0,4.0,0.0,5418.0,9287.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
647,carmen.garland,stephen.lehmann,153,0,0,answered,12.0,0.0,6.0,1.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
648,oliver.allen,stephen.lehmann,117,0,0,answered,0.0,0.0,36.0,0.0,5430.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
649,+999601085614,+589573787442,85,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
650,+999601085614,+589573787442,257,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
651,ben.smith,+804297164037,444,16,0,answered,2.0,0.0,7.0,0.0,5424.0,9286.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
652,shari.wilczynski,stephen.lehmann,127,0,0,answered,18.0,0.0,23.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
653,andrew.tauscher,mildred.holt,373,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
654,brian.feltus,+327661065266,368,0,0,answered,41.0,0.0,5.0,0.0,5424.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
655,andrew.tauscher,henry.campbell,373,0,0,answered,0.0,0.0,5.0,0.0,5371.0,9282.0,277.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
656,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
657,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
658,robert.jasper,+923049500520,379,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
659,rhonda.waiters,+51980545677,427,16,0,answered,7.0,0.0,16.0,0.0,5443.0,9283.0,280.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
660,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
661,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
662,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
663,jesse.mattingly,+3571881412514,574,16,0,answered,24.0,0.0,2.0,0.0,5437.0,9286.0,280.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
664,andrew.tauscher,barbara.couch,330,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
665,susan.wasserman,+41482456540672,325,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
666,andrew.tauscher,+760384870339,397,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
667,susan.wasserman,+41482456540672,359,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
668,aaron.dawson,+23622006496,406,16,0,answered,11.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
669,susan.wasserman,+41482456540672,483,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
670,joseph.gepner,+437890272332,361,16,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
671,rita.pettiford,+904362982377,335,0,0,answered,12.0,0.0,13.0,0.0,5563.0,9287.0,287.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
672,susan.stubbendeck,michael.monath,492,127,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
673,kenneth.wright,+36974582026,693,18,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
